ExternalRiskEstimate,MSinceOldestTradeOpen,MSinceMostRecentTradeOpen,AverageMInFile,NumSatisfactoryTrades,NumTrades90Ever2DerogPubRec,PercentTradesNeverDelq,MSinceMostRecentDelq,MaxDelq2PublicRecLast12M,MaxDelqEver,NumTotalTrades,NumTradesOpeninLast12M,PercentInstallTrades,MSinceMostRecentInqexcl7days,NumInqLast6Mexcl7days,NetFractionRevolvingBurden,NetFractionInstallBurden,NumRevolvingTradesWBalance,NumInstallTradesWBalance,NumBank2NatlTradesWHighUtilization,PercentTradesWBalance,DelqEver,DelqLast12M,PercentSatisfactoryTrades,NumTradesWBalance,RiskPerformance
63,135,36,70,7,0,55,1.0,6,5,11,0,55,8,0,23,33.0,1,3,1,80,True,True,64.0,8,Good
68,143,1,52,35,0,94,1.0,6,6,36,4,19,0,0,7,100.0,5,3,0,53,True,True,97.0,19,Bad
84,170,18,86,19,0,100,122.0,7,7,22,0,32,3,1,28,,2,1,0,50,False,False,86.0,11,Good
91,323,34,164,15,0,100,122.0,7,7,15,0,20,2,1,1,35.0,2,1,0,30,False,False,100.0,4,Good
69,271,2,101,22,0,100,122.0,7,7,23,1,17,2,4,32,35.0,9,2,3,69,False,False,96.0,15,Good
80,61,8,37,8,0,100,122.0,7,7,8,1,13,1,2,0,,1,2,0,50,False,False,100.0,4,Bad
87,178,3,91,22,0,100,122.0,7,7,24,2,29,2,6,7,68.0,2,2,0,44,False,False,92.0,10,Bad
80,181,19,100,17,0,100,122.0,7,7,17,0,6,0,1,16,,2,1,1,80,False,False,100.0,13,Good
59,320,5,115,13,1,73,1.0,2,2,15,1,20,0,0,16,35.0,6,2,0,80,True,True,87.0,12,Good
74,208,4,76,14,0,94,74.0,7,6,16,1,63,0,3,63,91.0,5,1,0,86,True,False,88.0,13,Good
75,130,1,61,20,0,100,122.0,7,7,21,3,19,0,0,57,98.0,3,3,2,43,False,False,95.0,9,Good
80,261,8,104,22,0,100,122.0,7,7,22,1,59,35,1,39,76.0,3,2,1,71,False,False,100.0,15,Good
58,194,5,83,23,1,85,2.0,4,4,26,2,35,0,0,72,95.0,9,2,3,92,True,True,88.0,23,Bad
74,139,1,61,27,0,93,29.0,7,6,28,4,25,0,1,19,21.0,2,3,1,42,True,False,96.0,11,Bad
72,230,21,113,17,0,100,122.0,7,7,17,0,41,10,0,75,,7,1,2,89,False,False,100.0,15,Good
64,320,2,96,40,0,93,24.0,7,6,42,2,37,0,7,35,77.0,14,2,1,80,True,False,95.0,33,Good
83,166,2,65,18,0,95,57.0,7,6,19,3,32,35,1,12,64.0,2,3,0,63,True,False,95.0,11,Good
63,62,6,31,8,0,100,122.0,7,7,8,2,25,0,3,91,139.0,5,1,1,86,False,False,100.0,6,Bad
76,292,1,110,38,0,98,67.0,7,6,44,3,18,6,0,21,96.0,7,2,2,59,True,False,86.0,25,Good
71,167,31,84,21,0,96,37.0,7,6,23,0,13,35,0,55,,5,1,3,60,True,False,91.0,13,Good
78,108,2,43,17,0,100,122.0,7,7,18,4,39,35,2,15,50.0,4,3,1,78,False,False,94.0,14,Good
71,114,11,80,12,0,92,67.5,7,6,12,1,33,0,0,42,84.0,3,2,1,71,True,False,100.0,8,Good
65,134,5,79,16,2,61,9.0,6,2,23,2,30,35,0,18,96.0,2,2,0,57,True,True,70.0,13,Bad
60,240,5,115,11,0,73,13.0,7,5,15,1,33,14,0,93,96.0,5,2,3,100,True,False,73.0,15,Bad
67,134,2,52,23,0,92,63.0,7,6,25,3,25,0,9,30,,5,2,1,64,True,False,92.0,16,Bad
82,78,3,36,26,0,100,122.0,7,7,26,3,8,35,0,1,,1,1,0,11,False,False,100.0,2,Good
81,342,16,129,14,1,94,50.0,7,2,18,0,39,0,0,2,14.0,1,3,0,100,True,False,78.0,18,Good
82,292,35,137,19,0,95,25.0,7,6,20,0,11,0,2,2,,1,2,0,30,True,False,95.0,6,Good
68,199,2,90,28,0,97,54.0,7,6,29,3,34,1,1,60,42.0,4,2,2,67,True,False,97.0,19,Bad
62,190,4,80,29,0,74,13.0,7,5,31,3,45,0,0,60,82.0,6,8,1,100,True,False,94.0,31,Good
57,341,5,109,29,0,97,3.0,6,6,29,1,28,0,0,67,50.0,9,4,5,76,True,True,100.0,22,Bad
84,315,7,150,20,0,95,42.0,7,6,20,1,25,0,0,13,89.0,5,2,0,64,True,False,100.0,12,Good
67,51,2,25,9,0,80,10.0,6,6,10,2,50,0,2,0,96.0,1,1,0,50,True,True,90.0,5,Bad
71,171,27,92,9,0,67,7.0,6,6,9,0,22,5,0,40,43.0,3,1,0,67,True,True,100.0,6,Bad
65,302,16,91,43,2,91,11.0,6,2,45,0,44,0,0,25,61.0,10,4,1,67,True,True,96.0,30,Bad
59,189,3,107,16,0,60,8.0,6,5,20,1,25,35,0,78,96.0,5,2,2,88,True,True,80.0,17,Good
83,83,22,80,7,0,100,122.0,7,7,11,0,29,2,1,30,43.0,2,1,0,75,False,False,64.0,8,Good
67,83,2,36,30,0,97,25.0,7,6,32,8,44,0,3,39,89.0,4,8,0,80,True,False,94.0,25,Good
79,209,29,100,22,0,100,122.0,7,7,22,0,36,0,0,56,38.0,4,2,2,60,False,False,100.0,13,Good
84,215,8,73,25,0,93,38.0,7,5,27,1,41,20,0,0,,0,2,0,17,True,False,93.0,4,Bad
66,28,1,17,4,0,100,122.0,7,7,5,2,60,3,2,67,,2,1,0,100,False,False,80.0,5,Bad
63,380,5,125,16,0,71,7.0,6,6,17,1,18,0,1,66,,4,1,3,50,True,True,94.0,8,Bad
69,276,3,118,33,0,97,41.0,7,6,35,1,17,3,2,69,100.0,9,2,6,67,True,False,94.0,23,Good
65,287,2,82,22,0,100,122.0,7,7,23,3,35,0,1,98,96.0,10,3,4,100,False,False,96.0,23,Bad
58,58,3,22,16,0,100,122.0,7,7,16,5,19,0,4,66,95.0,10,2,2,86,False,False,100.0,13,Bad
75,175,1,74,22,1,96,44.0,7,3,25,2,36,0,3,64,,2,3,1,50,True,False,88.0,12,Bad
62,164,9,47,13,0,100,122.0,7,7,13,3,31,0,1,81,87.0,5,2,4,88,False,False,100.0,11,Bad
55,180,65,115,5,3,31,15.0,7,3,17,0,19,0,0,34,61.0,4,2,1,86,True,False,29.0,14,Bad
70,23,1,12,2,0,100,122.0,7,7,3,1,67,35,1,0,97.0,0,2,1,67,False,False,67.0,2,Bad
88,188,17,107,9,0,100,122.0,7,7,16,0,33,35,0,0,69.0,1,2,0,57,False,False,56.0,9,Bad
85,142,75,106,4,0,100,122.0,7,7,4,0,0,0,0,37,,4,2,0,100,False,False,100.0,4,Good
54,203,4,78,47,5,90,6.0,2,2,49,2,76,0,3,56,90.0,5,14,0,86,True,True,96.0,42,Bad
71,181,9,46,15,0,88,21.0,7,6,16,3,44,8,0,32,89.0,3,2,0,63,True,False,94.0,10,Good
55,138,6,43,3,0,50,73.0,7,6,4,1,50,0,2,131,90.0,1,1,1,100,True,False,75.0,4,Bad
72,140,13,61,13,0,100,122.0,7,7,13,0,8,35,3,51,,3,2,1,60,False,False,100.0,7,Bad
86,167,5,65,46,0,100,122.0,7,7,47,4,20,4,1,2,,1,2,0,13,False,False,98.0,6,Good
79,196,3,50,13,0,100,122.0,7,7,13,3,46,0,0,48,,2,1,2,60,False,False,100.0,7,Good
59,204,9,70,5,1,43,10.0,2,2,7,1,29,0,0,85,48.0,3,2,1,100,True,True,71.0,7,Bad
82,193,14,74,13,0,100,122.0,7,7,13,0,38,0,0,21,60.0,3,2,2,63,False,False,100.0,8,Good
75,159,10,58,9,1,91,66.0,7,3,11,1,9,0,3,15,,2,1,0,63,True,False,82.0,6,Good
76,75,7,44,23,0,92,12.0,7,6,24,2,13,0,0,0,77.0,2,2,0,25,True,False,96.0,6,Bad
73,169,7,76,12,1,86,9.0,3,3,14,3,14,1,5,14,,1,2,0,33,True,True,86.0,4,Bad
77,90,10,41,3,0,100,122.0,7,7,3,1,67,0,0,26,83.0,1,2,0,100,False,False,100.0,3,Good
73,164,10,75,7,0,100,122.0,7,7,7,2,29,1,1,76,14.0,1,2,1,75,False,False,100.0,5,Bad
64,130,1,33,13,0,100,122.0,7,7,14,6,0,4,1,64,,7,2,3,78,False,False,93.0,10,Good
60,85,14,54,16,3,68,25.0,7,3,23,0,47,2,1,23,49.0,3,3,2,50,True,False,70.0,11,Bad
76,66,2,31,5,0,100,122.0,7,7,7,3,0,0,1,47,,3,2,2,100,False,False,71.0,7,Bad
66,115,7,60,40,0,93,2.0,6,6,40,4,25,1,3,37,59.0,5,3,0,80,True,True,100.0,32,Bad
50,214,3,77,22,0,83,1.0,6,6,24,3,46,0,2,82,69.0,12,6,6,100,True,True,92.0,24,Bad
75,337,10,151,12,1,92,26.0,7,2,13,1,38,19,0,0,,0,2,0,0,True,False,92.0,0,Good
80,270,18,128,32,0,100,122.0,7,7,32,0,38,0,0,25,31.0,3,6,1,77,False,False,100.0,24,Good
69,361,8,96,26,0,89,1.0,6,5,28,1,29,35,0,29,57.0,5,3,0,64,True,True,93.0,17,Bad
63,103,5,37,29,0,90,3.0,6,5,31,3,37,6,0,32,95.0,8,5,0,57,True,True,94.0,17,Bad
86,255,15,140,27,0,100,122.0,7,7,28,0,25,3,1,1,62.0,2,2,0,38,False,False,96.0,10,Good
68,265,4,93,31,1,91,6.0,6,6,34,1,62,0,0,0,69.0,1,9,0,85,True,True,91.0,28,Good
82,115,4,45,16,0,100,122.0,7,7,16,3,63,0,0,0,92.0,1,3,0,50,False,False,100.0,8,Bad
83,417,22,113,22,0,100,122.0,7,7,22,0,27,22,0,44,,2,1,0,60,False,False,100.0,13,Good
72,21,8,16,3,0,100,122.0,7,7,3,1,67,0,1,4,87.0,1,2,1,100,False,False,100.0,3,Bad
71,193,37,105,9,0,78,11.0,6,6,9,0,44,0,0,39,12.0,2,2,0,67,True,True,100.0,6,Good
56,219,7,99,36,1,97,0.0,6,6,40,2,38,1,4,26,42.0,4,3,0,39,True,True,90.0,15,Good
75,194,2,78,12,0,100,122.0,7,7,13,2,62,35,1,97,86.0,4,3,3,100,False,False,92.0,13,Bad
67,110,7,46,33,1,97,9.0,6,4,38,1,26,35,1,41,23.0,9,2,2,87,True,True,87.0,33,Bad
88,433,6,138,21,0,96,76.0,7,6,23,2,74,0,4,0,93.0,2,2,0,57,True,False,91.0,13,Good
61,138,19,62,9,0,92,1.0,6,6,13,0,31,0,2,91,61.0,4,2,4,75,True,True,69.0,9,Good
55,154,7,68,19,0,84,3.0,6,6,22,2,21,3,1,62,,4,1,3,56,True,True,86.0,12,Bad
74,390,1,98,37,0,100,122.0,7,7,38,5,24,0,3,22,64.0,4,1,1,33,False,False,97.0,12,Good
68,269,12,115,18,0,89,54.0,7,6,18,0,28,0,0,68,84.0,9,1,4,83,True,False,100.0,14,Good
63,112,4,54,17,1,89,21.0,7,2,19,1,37,0,0,72,97.0,7,3,4,91,True,False,89.0,17,Bad
68,27,0,15,12,0,100,122.0,7,7,13,5,31,0,5,14,72.0,3,3,0,67,False,False,92.0,8,Bad
68,116,1,51,20,0,100,122.0,7,7,21,2,24,0,2,50,,6,1,2,64,False,False,95.0,13,Bad
70,118,7,45,17,0,88,11.0,6,6,17,4,35,0,0,15,,1,1,0,29,True,True,100.0,4,Good
76,163,15,66,47,0,100,122.0,7,7,47,0,21,0,4,9,82.0,5,6,1,58,False,False,100.0,27,Good
71,269,4,93,26,0,96,9.0,6,6,31,3,23,3,1,46,,5,1,2,55,True,True,84.0,17,Good
83,364,3,106,22,1,91,27.0,7,3,28,2,13,0,4,17,,4,1,0,63,True,False,79.0,17,Good
88,214,4,114,31,0,100,122.0,7,7,31,2,13,0,1,16,,2,1,0,19,False,False,100.0,5,Good
81,302,23,145,9,0,90,53.0,7,5,10,0,30,21,0,1,75.0,2,2,0,80,True,False,90.0,8,Good
54,68,7,23,5,0,83,3.0,6,6,6,3,33,0,0,66,81.0,3,2,1,83,True,True,83.0,4,Bad
77,145,3,66,20,0,95,61.0,7,6,25,2,35,35,0,22,66.0,4,3,0,70,True,False,80.0,17,Good
78,138,5,55,20,0,100,122.0,7,7,20,4,25,8,0,30,,2,1,1,23,False,False,100.0,4,Bad
82,231,13,158,15,0,100,122.0,7,7,17,0,24,35,1,31,,4,1,1,56,False,False,88.0,9,Good
88,277,10,127,24,0,100,122.0,7,7,25,1,40,12,0,2,86.0,3,2,0,45,False,False,96.0,11,Good
74,170,2,10,3,0,100,122.0,7,7,24,3,25,0,3,2,,2,1,0,75,False,False,12.0,18,Good
70,68,2,41,6,0,100,122.0,7,7,7,1,57,0,0,91,17.0,2,2,1,100,False,False,86.0,7,Bad
69,165,4,62,12,0,92,75.0,7,6,12,2,58,0,1,97,71.0,4,1,3,100,True,False,100.0,12,Bad
73,219,4,88,23,0,100,122.0,7,7,24,3,46,0,1,45,88.0,6,2,1,89,False,False,96.0,21,Good
70,37,4,20,19,0,100,122.0,7,7,20,2,20,0,3,42,73.0,2,2,1,50,False,False,95.0,10,Bad
67,74,2,35,12,0,92,10.0,6,6,13,3,31,35,7,23,,5,1,0,75,True,True,92.0,9,Good
78,156,4,41,13,0,100,122.0,7,7,13,6,38,3,3,19,93.0,2,3,0,71,False,False,100.0,9,Good
67,144,21,62,22,0,86,6.0,6,6,22,0,59,1,2,11,58.0,2,3,1,100,True,True,100.0,22,Good
73,250,6,67,42,0,100,122.0,7,7,47,2,49,0,1,50,86.0,4,7,1,69,False,False,89.0,32,Bad
70,132,2,64,20,1,92,6.0,6,6,26,4,4,0,1,1,,1,2,0,13,True,True,77.0,3,Good
62,83,1,38,13,1,93,36.0,2,5,15,4,60,7,0,3,74.0,1,4,0,63,True,True,87.0,9,Bad
90,190,3,94,15,0,100,122.0,7,7,15,1,27,3,1,3,,1,1,0,67,False,False,100.0,10,Good
61,344,2,87,21,1,86,2.0,6,6,22,5,45,35,4,39,77.0,2,6,1,67,True,True,95.0,14,Bad
85,251,3,66,56,0,100,122.0,7,7,61,4,26,0,4,1,,7,1,0,36,False,False,92.0,21,Good
82,336,4,106,23,0,100,122.0,7,7,23,1,22,0,2,2,56.0,2,2,0,31,False,False,100.0,7,Good
64,91,3,38,40,0,100,122.0,7,7,40,3,28,0,13,21,61.0,6,4,1,42,False,False,100.0,16,Bad
62,233,8,79,6,2,86,44.0,7,5,9,1,57,0,0,63,71.0,2,3,1,83,True,False,67.0,7,Bad
75,70,1,38,8,0,100,122.0,7,7,9,1,78,0,3,17,,2,1,1,100,False,False,89.0,9,Bad
91,455,10,202,11,0,100,122.0,7,7,11,1,18,35,1,5,,1,1,0,33,False,False,100.0,3,Good
67,89,1,36,16,0,100,122.0,7,7,19,5,26,0,4,63,29.0,6,2,3,73,False,False,84.0,13,Bad
54,87,2,22,33,0,100,122.0,7,7,34,11,24,35,5,38,90.0,17,2,2,79,False,False,97.0,26,Bad
55,201,4,62,33,0,88,6.0,6,6,33,5,30,35,2,71,70.0,6,5,4,61,True,True,100.0,20,Bad
71,142,10,65,22,0,100,122.0,7,7,23,1,45,4,1,55,71.0,5,3,1,89,False,False,96.0,20,Good
79,193,18,100,24,0,96,36.0,7,6,34,0,40,19,0,16,,3,1,0,44,True,False,71.0,14,Good
84,85,4,42,5,0,100,122.0,7,7,5,1,40,0,0,0,,0,2,0,50,False,False,100.0,2,Bad
70,69,18,44,10,0,100,122.0,7,7,10,0,20,0,4,70,53.0,3,1,2,57,False,False,100.0,5,Bad
56,165,1,71,1,5,75,34.0,7,5,9,2,50,0,3,0,,0,1,0,67,True,False,11.0,6,Bad
84,320,2,121,24,0,100,122.0,7,7,25,2,28,35,2,6,,4,2,1,50,False,False,96.0,12,Good
84,325,2,107,13,0,100,122.0,7,7,14,2,29,1,1,19,98.0,4,3,0,70,False,False,93.0,9,Bad
86,206,26,89,15,0,100,122.0,7,7,17,0,47,35,0,5,,2,1,0,50,False,False,88.0,8,Bad
59,255,1,87,16,0,76,1.0,6,6,17,1,41,35,3,80,43.0,4,3,3,100,True,True,94.0,17,Bad
65,180,2,81,7,0,73,15.0,7,5,11,2,18,0,0,81,,2,1,1,100,True,False,64.0,11,Bad
77,256,3,93,37,0,92,19.0,7,6,39,4,23,3,1,13,,3,1,0,31,True,False,95.0,12,Good
68,235,9,117,16,1,89,0.0,2,2,19,1,53,0,3,27,48.0,1,3,0,83,True,True,84.0,15,Bad
79,75,2,37,15,0,100,122.0,7,7,16,3,44,1,1,20,83.0,2,3,0,56,False,False,94.0,8,Good
82,356,4,85,34,0,100,122.0,7,7,34,3,21,0,1,2,,5,1,0,35,False,False,100.0,11,Good
64,109,13,65,9,1,90,60.0,7,6,10,0,50,12,0,86,39.0,3,3,1,100,True,False,90.0,10,Bad
64,216,2,86,18,1,60,42.0,7,4,25,2,36,0,3,40,58.0,1,4,1,60,True,False,72.0,15,Good
88,294,5,84,15,0,100,122.0,7,7,15,2,53,4,1,2,82.0,2,2,0,50,False,False,100.0,7,Good
71,293,5,74,22,1,91,5.0,6,2,23,2,13,35,1,18,94.0,6,2,0,47,True,True,96.0,10,Bad
59,166,13,72,16,1,68,3.0,6,2,19,0,42,11,0,42,73.0,4,3,2,78,True,True,84.0,14,Bad
58,126,8,58,3,2,75,70.0,7,2,5,2,50,0,1,30,50.0,4,2,1,100,True,False,60.0,5,Bad
75,255,5,102,30,0,100,122.0,7,7,32,2,13,0,1,39,95.0,7,2,4,53,False,False,94.0,16,Bad
58,149,13,68,31,0,91,1.0,6,6,32,0,34,35,1,62,64.0,4,5,2,75,True,True,97.0,24,Bad
69,183,7,46,21,1,86,20.0,7,2,22,2,45,0,1,36,75.0,1,4,0,56,True,False,95.0,12,Good
73,107,10,70,20,0,95,67.5,7,6,21,1,86,0,4,81,93.0,2,3,2,83,True,False,95.0,17,Bad
65,330,13,97,37,0,86,12.0,7,5,43,0,53,0,0,61,60.0,9,2,3,79,True,False,86.0,33,Bad
86,361,12,171,9,0,100,122.0,7,7,9,0,22,0,0,31,16.0,4,2,0,67,False,False,100.0,6,Good
85,164,4,90,34,0,100,122.0,7,7,37,2,76,3,1,2,,2,1,0,100,False,False,92.0,37,Good
69,181,8,31,7,1,78,28.0,7,2,9,2,78,35,1,8,33.0,1,3,0,80,True,False,78.0,7,Good
74,111,2,52,26,0,100,122.0,7,7,29,5,34,0,0,46,92.0,5,2,2,64,False,False,90.0,18,Bad
72,259,7,82,41,0,100,122.0,7,7,41,3,22,0,8,37,80.0,10,2,2,60,False,False,100.0,24,Bad
84,192,22,95,18,0,100,122.0,7,7,18,0,22,14,0,18,63.0,2,2,0,44,False,False,100.0,7,Good
66,190,3,94,33,1,97,67.5,7,6,33,1,55,0,4,23,79.0,2,4,0,75,True,False,100.0,24,Good
66,210,5,74,31,1,97,67.5,7,6,34,3,67,0,1,30,90.0,3,2,0,56,True,False,91.0,19,Bad
59,153,18,89,31,0,79,0.0,6,5,38,0,24,35,0,61,23.0,9,2,2,79,True,True,82.0,30,Bad
72,181,2,16,4,0,100,122.0,7,7,6,3,50,35,0,29,100.0,2,2,0,67,False,False,67.0,4,Bad
67,115,16,55,21,0,96,14.0,7,6,26,0,58,0,0,56,84.0,5,4,1,82,True,False,81.0,21,Bad
61,108,1,64,3,0,67,79.0,7,6,8,2,50,0,4,81,81.0,1,1,1,75,True,False,38.0,6,Bad
91,425,61,127,14,0,100,122.0,7,7,15,0,14,0,0,3,,4,1,0,71,False,False,93.0,10,Good
69,211,2,69,11,0,93,67.5,7,6,12,3,36,35,2,95,77.0,4,3,3,100,True,False,92.0,12,Bad
75,416,4,167,7,2,89,28.0,7,2,10,2,33,0,1,8,57.0,5,2,0,88,True,False,70.0,8,Good
82,205,5,68,15,0,87,19.0,7,6,15,3,33,0,0,5,,3,1,0,40,True,False,100.0,6,Good
77,264,4,78,35,0,100,122.0,7,7,35,7,6,0,1,11,,6,2,2,47,False,False,100.0,16,Bad
50,130,7,63,10,7,59,1.0,2,2,17,1,12,0,0,13,,4,1,1,88,True,True,59.0,14,Good
74,131,8,46,21,0,96,47.0,7,6,24,3,54,1,1,30,106.0,1,9,1,100,True,False,88.0,24,Bad
65,299,6,77,11,1,92,1.0,2,2,12,4,17,0,8,18,107.0,6,1,1,78,True,True,92.0,9,Bad
67,250,6,103,26,0,88,1.0,6,6,26,1,35,0,0,79,60.0,4,2,2,75,True,True,100.0,19,Bad
69,121,3,55,31,1,97,43.0,7,4,32,2,59,0,1,43,66.0,5,6,0,73,True,False,97.0,23,Bad
76,279,7,119,43,0,100,122.0,7,7,50,5,18,0,0,38,97.0,8,3,4,55,False,False,86.0,27,Good
75,94,1,24,10,0,100,122.0,7,7,11,5,27,2,4,18,66.0,3,2,0,63,False,False,91.0,6,Bad
57,119,7,7,3,0,100,122.0,7,7,7,3,0,35,6,84,,3,2,1,100,False,False,43.0,7,Bad
85,192,2,86,25,0,100,122.0,7,7,29,2,41,35,1,28,68.0,2,3,0,63,False,False,86.0,18,Good
67,97,2,46,8,0,100,122.0,7,7,9,1,33,0,1,66,48.0,5,2,1,88,False,False,89.0,7,Bad
57,181,4,69,28,0,84,5.0,6,5,32,4,31,0,2,78,83.0,3,3,2,78,True,True,88.0,24,Bad
59,15,4,9,8,0,100,122.0,7,7,8,6,25,35,1,66,83.0,2,2,2,63,False,False,100.0,5,Bad
58,334,4,99,34,0,68,13.0,7,6,37,2,54,2,4,68,32.0,3,4,1,58,True,False,92.0,21,Bad
75,200,6,66,40,0,98,26.0,7,6,40,1,45,0,1,27,74.0,1,3,1,31,True,False,100.0,12,Good
76,87,2,34,30,0,100,122.0,7,7,35,6,34,0,16,4,60.0,9,1,0,65,False,False,86.0,22,Bad
61,215,14,120,16,0,89,4.0,6,6,18,0,39,0,2,45,,5,1,2,67,True,True,89.0,12,Bad
77,132,8,70,23,0,100,122.0,7,7,23,1,48,3,2,21,88.0,2,3,0,71,False,False,100.0,16,Good
75,260,5,101,9,1,58,28.0,7,4,12,2,33,0,1,12,99.0,2,2,0,44,True,False,75.0,5,Good
83,181,12,82,10,0,85,75.0,7,6,13,0,46,5,0,2,87.0,1,1,0,67,True,False,77.0,8,Good
82,247,1,90,25,0,100,122.0,7,7,29,2,24,35,0,29,,6,1,1,54,False,False,86.0,15,Good
86,380,3,138,23,0,100,122.0,7,7,23,1,13,0,1,5,99.0,3,2,0,42,False,False,100.0,9,Good
56,133,2,64,15,0,88,3.0,6,6,17,2,12,0,2,84,,10,1,4,92,True,True,88.0,15,Bad
71,207,14,147,26,0,89,8.0,6,6,28,0,36,35,0,1,,3,2,0,64,True,True,93.0,17,Good
83,183,14,73,17,0,100,122.0,7,7,17,0,35,14,0,20,,3,1,0,44,False,False,100.0,7,Good
83,294,2,106,22,1,92,43.0,7,4,47,3,16,2,1,0,35.0,2,2,0,44,True,False,47.0,20,Good
55,321,3,102,7,0,64,2.0,6,5,11,1,27,0,0,87,100.0,3,2,2,100,True,True,64.0,11,Bad
86,191,3,77,38,0,100,122.0,7,7,40,3,58,5,0,6,,4,2,1,55,False,False,95.0,22,Good
59,45,11,31,10,1,73,11.0,6,4,15,1,20,0,0,14,,6,1,0,88,True,True,67.0,13,Bad
75,136,33,74,17,0,100,122.0,7,7,25,0,65,2,1,83,165.0,1,9,1,77,False,False,68.0,19,Bad
62,159,6,67,14,0,86,3.0,6,6,18,3,36,0,2,71,93.0,2,3,1,83,True,True,78.0,14,Bad
69,75,8,32,18,0,100,122.0,7,7,18,3,44,0,0,50,88.0,6,4,2,91,False,False,100.0,16,Bad
77,129,15,66,19,0,95,48.0,7,6,19,0,47,14,0,40,29.0,2,2,0,80,True,False,100.0,15,Good
57,134,3,66,36,0,97,22.0,7,6,36,3,25,0,2,64,29.0,11,5,9,71,True,False,100.0,25,Bad
68,60,7,31,11,0,92,27.0,7,5,12,3,42,0,1,50,77.0,5,2,1,88,True,False,92.0,10,Bad
67,96,15,63,20,0,75,2.0,6,6,20,0,55,0,0,4,78.0,3,3,0,60,True,True,100.0,12,Bad
83,228,2,95,46,0,100,122.0,7,7,51,3,33,1,1,26,100.0,2,1,1,27,False,False,90.0,13,Good
67,212,13,112,24,0,88,2.0,6,6,25,0,48,35,1,21,71.0,6,4,1,100,True,True,96.0,25,Good
75,197,2,95,20,0,95,62.0,7,6,21,2,24,35,2,48,99.0,4,3,1,78,True,False,95.0,16,Bad
69,163,7,69,28,0,100,122.0,7,7,29,3,41,1,3,52,79.0,8,3,2,75,False,False,97.0,21,Bad
65,146,7,58,29,1,97,67.5,7,6,33,1,39,35,5,7,88.0,1,2,0,33,True,False,88.0,10,Bad
75,85,2,60,7,1,78,27.0,7,4,9,2,44,0,0,5,,3,1,1,80,True,False,78.0,7,Good
84,49,6,28,13,0,100,122.0,7,7,13,1,46,0,1,1,59.0,1,2,0,60,False,False,100.0,7,Good
83,190,26,102,32,0,97,52.0,7,6,33,0,19,2,1,2,20.0,2,3,0,42,True,False,97.0,13,Good
74,198,4,53,11,1,92,62.0,7,2,12,1,33,4,2,3,,2,1,0,43,True,False,92.0,5,Good
75,438,1,79,48,0,100,122.0,7,7,53,2,20,0,3,12,26.0,9,3,2,52,False,False,91.0,27,Good
80,233,1,57,30,0,100,122.0,7,7,31,6,16,0,1,9,70.0,3,2,1,42,False,False,97.0,13,Good
87,172,11,72,19,0,100,122.0,7,7,19,1,32,16,0,0,25.0,1,2,0,27,False,False,100.0,5,Good
68,86,7,27,11,1,92,7.0,2,2,12,3,50,0,1,0,95.0,0,3,1,50,True,True,92.0,6,Bad
72,247,5,93,19,1,90,6.0,6,3,23,3,19,0,4,46,89.0,2,2,1,67,True,True,83.0,15,Bad
52,181,4,42,22,2,92,38.0,7,5,26,2,24,35,4,75,74.0,13,1,6,82,True,False,85.0,21,Bad
61,329,20,94,16,4,94,5.0,2,2,17,0,47,18,0,63,3.0,2,3,1,100,True,True,94.0,17,Bad
63,11,2,7,10,0,100,122.0,7,7,12,12,25,0,10,18,,7,1,0,80,False,False,83.0,9,Bad
61,181,3,58,12,4,83,18.0,7,6,12,2,33,0,2,68,65.0,4,3,0,64,True,False,100.0,7,Bad
60,92,16,58,19,3,78,5.0,6,2,23,0,57,35,2,51,,2,1,0,60,True,True,83.0,13,Bad
90,240,1,96,20,0,100,122.0,7,7,22,1,32,0,0,0,77.0,2,3,0,36,False,False,91.0,7,Good
85,297,10,104,23,0,100,122.0,7,7,23,1,26,0,0,3,56.0,3,4,0,50,False,False,100.0,11,Good
65,277,6,79,27,0,93,25.0,7,6,30,4,21,0,11,29,43.0,6,3,2,56,True,False,90.0,16,Bad
59,244,4,76,27,0,80,6.0,6,5,30,2,40,0,2,88,54.0,7,4,3,93,True,True,90.0,27,Bad
75,241,5,68,37,0,100,122.0,7,7,37,1,43,0,0,25,67.0,3,3,2,43,False,False,100.0,15,Bad
83,174,9,142,13,0,100,122.0,7,7,14,1,36,0,3,0,82.0,0,2,0,33,False,False,93.0,4,Good
84,380,5,109,24,0,100,122.0,7,7,24,1,4,0,1,1,,3,1,0,27,False,False,100.0,6,Good
64,30,13,20,3,0,67,67.5,7,6,4,0,100,0,0,30,72.0,4,3,1,100,True,False,75.0,4,Bad
60,143,1,78,34,0,86,24.0,7,5,37,1,30,0,0,75,,5,1,3,67,True,False,92.0,24,Good
56,91,3,46,27,0,96,9.0,6,6,27,5,19,2,1,86,69.0,17,2,8,87,True,True,100.0,23,Bad
80,234,0,62,27,0,100,122.0,7,7,35,4,26,0,3,22,,4,1,2,38,False,False,77.0,13,Good
80,282,2,103,28,0,97,3.0,6,6,37,1,26,0,3,0,,1,2,0,14,True,True,76.0,5,Good
68,238,20,72,31,2,91,3.0,2,2,33,0,21,0,0,20,62.0,5,2,1,44,True,True,94.0,14,Bad
77,161,2,69,20,0,96,25.0,7,6,23,3,4,16,0,14,,4,2,1,38,True,False,87.0,8,Good
